tab delimited	contribution
data_model_version	description
3.0	Downloaded from MagIC at 2026-02-05T15:23:58.389Z.
>>>>>>>>>>
tab delimited	locations
location	location_type	location_alternatives	result_name	result_type	method_codes	citations	expedition_name	expedition_ship	geologic_classes	lithologies	plate_blocks	terranes	geological_province_sections	tectonic_settings	lat_s	lat_n	lon_w	lon_e	elevation_low	elevation_high	continent_ocean	country	state_province	ocean_sea	region	village_city	age	age_sigma	age_low	age_high	age_unit	dir_tilt_correction	dir_dec	dir_inc	dir_alpha95	dir_k	dir_k_ratio	dir_polarity	dir_n_sites	dir_n_samples	fold_test_significance	fold_test	conglomerate_test	contact_test	reversal_test	pole_lat	pole_lon	pole_dp	pole_dm	pole_alpha95	pole_k	pole_comp_name	pole_reversed_perc	pole_antipodal_angle	description	rock_magnetic_test	external_database_ids	analysts
Trans-Mexican Volcanic Belt	Region		DV	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					16.8	0.75			ka	100	11.5	25.5	3.4	230.8				8						77.6	18.1	2	3.7									
Trans-Mexican Volcanic Belt	Region		AY	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					23	31			ka	100	5.4	33.2	7.4	43.2				10						84.7	2.1	4.8	8.4									
Trans-Mexican Volcanic Belt	Region		BC	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					26	58			ka	100	18.2	33.9	8.4	20.1				16						72.8	347.7	5.5	9.6									
Trans-Mexican Volcanic Belt	Region		EA	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					31.7	1.1			ka	100	355.2	36	6.7	60.2				9						85.4	186.3	4.5	7.8									
Trans-Mexican Volcanic Belt	Region		DX	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					46	0.07			ka	100	1.5	31.4	5.2	55.2				15						87.6	46.3	3.3	5.8									
Trans-Mexican Volcanic Belt	Region		BB	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					47	45			ka	100	1.5	31.8	9.1	23.6				12						87.4	44.8	5.7	10.2									
Trans-Mexican Volcanic Belt	Region		EG	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					63	7			ka	100	330.7	51	5.3	52.2				16						61.9	193.5	4.8	7.2									
Trans-Mexican Volcanic Belt	Region		DG	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					78	56			ka	100								0																		
Trans-Mexican Volcanic Belt	Region		DF	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					81	35			ka	100	12	31.8	6.3	67.6				9						78.4	357.5	4	7.1									
Trans-Mexican Volcanic Belt	Region		EJ	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					85	19			ka	100	350.4	49.2	4.4	83.9				14						77.5	213.3	3.9	5.8									
Trans-Mexican Volcanic Belt	Region		AV	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					108	22			ka	100	12.4	24.5	8.2	36				10						75.5	18.7	4.7	8.8									
Trans-Mexican Volcanic Belt	Region		AL2	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					109	45			ka	100	6.6	33.2	4.9	109.2				9						83.7	358.2	3.2	5.6									
Trans-Mexican Volcanic Belt	Region		CP	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					178	8			ka	100	333.6	23.2	7.2	71.8				7						63.3	151.2	4.1	7.7									
Trans-Mexican Volcanic Belt	Region		CT	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					191	13			ka	100	359.2	28.8	8.8	48.5				7						84.6	78.2	5.3	9.7									
Trans-Mexican Volcanic Belt	Region		CV	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					196	8			ka	100	358.8	24.8	8.6	42.1				8						82.1	84.7	5	9.2									
Trans-Mexican Volcanic Belt	Region		BH	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					230	68			ka	100	2.8	29.3	13.3	10				14						85.4	42	8.1	14.7									
Trans-Mexican Volcanic Belt	Region		DQ	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					240	50			ka	100	357.7	32	5.5	76.8				10						86.9	128.8	3.5	6.2									
Trans-Mexican Volcanic Belt	Region		BI	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					256	9			ka	100	19.5	34.8	9.9	20.1				12						71.6	345.1	6.6	11.4									
Trans-Mexican Volcanic Belt	Region		CU	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					261	11			ka	100	334.5	55.7	11.3	21.8				9						63	206.2	11.6	16.2									
Trans-Mexican Volcanic Belt	Region		CD	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					269	11			ka	100	1.9	24.3	3.7	141.9				12						83.1	62	2.1	4									
Trans-Mexican Volcanic Belt	Region		AH	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					282	5			ka	100	4.9	29.2	9	56.8				6						84.1	26	9.9	5.5									
Trans-Mexican Volcanic Belt	Region		AT	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					283	5			ka	100	351.3	34.3	5	105.1				10						81.5	150.9	3.3	5.7									
Trans-Mexican Volcanic Belt	Region		AM	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					290	12			ka	100								0																		
Trans-Mexican Volcanic Belt	Region		AF	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					315	36			ka	100	358	39.9	5.7	39.9				17						84.9	102.1	3.4	6.2									
Trans-Mexican Volcanic Belt	Region		DT	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					330	80			ka	100	9	47.6	5.1	53.8				16						77.5	302	4.3	6.6									
Trans-Mexican Volcanic Belt	Region		CF	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					339	11			ka	100	7.3	34.3	6.5	74				8						83.1	350.8	4.3	7.4									
Trans-Mexican Volcanic Belt	Region		CY	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					354	15			ka	100	323.6	37.6	5.9	60.9				11						56.1	173.4	4.1	6.9									
Trans-Mexican Volcanic Belt	Region		BJ	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					360	30			ka	100	6.7	33	3.2	147.2				15						83.5	358	2.1	3.6									
Trans-Mexican Volcanic Belt	Region		EL	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					362	13			ka	100	358	35.8	5.1	56.4				15						87.9	138.4	3.4	5.9									
Trans-Mexican Volcanic Belt	Region		CJ	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					373	30			ka	100	8	33.6	7.6	37.1				11						82.4	353.2	4.9	8.7									
Trans-Mexican Volcanic Belt	Region		CO	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					385	20			ka	100	357	33.3	3.4	166.1				12						87	144.4	2.2	3.9									
Trans-Mexican Volcanic Belt	Region		EK	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					403	15			ka	100	4.7	49.7	5.6	115.4				7						79.6	278.7	5	7.5									
Trans-Mexican Volcanic Belt	Region		CR	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					416	3			ka	100	0.3	26.7	4.5	78.4				14						83.3	73.7	2.7	4.9									
Trans-Mexican Volcanic Belt	Region		AR	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					425	130			ka	100	13.7	23.5	7.5	34.4				12						74.1	17.4	4.3	8									
Trans-Mexican Volcanic Belt	Region		BD	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					429	32			ka	100	14.2	35.9	6.9	32.2				14						76.6	343.3	4.3	7.4									
Trans-Mexican Volcanic Belt	Region		AS	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					512	34			ka	100								0																		
Trans-Mexican Volcanic Belt	Region		AQ	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					520	25			ka	100	15	15	2.7	182.6				16						70.2	26.1	1.4	2.8									
Trans-Mexican Volcanic Belt	Region		EI	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					521	15			ka	100								0																		
Trans-Mexican Volcanic Belt	Region		EO	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					592	20			ka	100	172.3	-21.1	11.3	17.2				11						-77.6	294	6.3	11.9									
Trans-Mexican Volcanic Belt	Region		EB	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					601	6			ka	100	7.8	39.8	8.3	39				9						82.6	332.5	6	10									
Trans-Mexican Volcanic Belt	Region		CK	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					612	20			ka	100	18	12.8	18.6	14				6						68.3	21.2	9.7	19									
Trans-Mexican Volcanic Belt	Region		EF	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					614	16			ka	100	355.1	9.9	15.8	15.5				7						73.2	92.5	8.1	15.9									
Trans-Mexican Volcanic Belt	Region		ED	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					623	91			ka	100	358.6	17.3	8.5	30				11						77.6	81.8	4.6	8.8									
Trans-Mexican Volcanic Belt	Region		CW	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					632	8			ka	100	5.2	26.9	4.4	122.3				10						81.7	38.4	2.6	4.8									
Trans-Mexican Volcanic Belt	Region		EN	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					671	12			ka	100	210.3	-33	6.7	52.3				10						-61.3	166.8	4.3	7.6									
Trans-Mexican Volcanic Belt	Region		CG	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					673	10			ka	100	231.3	-43.1	11.8	20				9						-42.9	150.9	9.1	14.6									
Trans-Mexican Volcanic Belt	Region		CQ	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					691	26			ka	100	1.7	27.5	5.2	87				10						83.6	61.4	3.1	5.7									
Trans-Mexican Volcanic Belt	Region		AZ	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					730	113			ka	100	9.8	45.3	10.9	20.7				10						78.4	306.9	8.8	13.8									
Trans-Mexican Volcanic Belt	Region		AW	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					815	13			ka	100	164.8	-24.1	5.6	50.5				14						-73.4	321.7	3.1	5.9									
Trans-Mexican Volcanic Belt	Region		BV	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					881	189			ka	100	357.3	11.8	3.6	184.6				10						76.7	91.6	3.7	1.9									
Trans-Mexican Volcanic Belt	Region		CE	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					909	11			ka	100	186.9	-32	6.5	42.2				13						-83.2	182.9	4.1	7.3									
Trans-Mexican Volcanic Belt	Region		AN	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					949	37			ka	100	348.8	27.8	8.3	34.6				10						77.6	210.5	8.7	4.7									
Trans-Mexican Volcanic Belt	Region		CI	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					957	157			ka	100	15.3	51.9	10.6	16.1				13						71	300.6	9.9	14.5									
Trans-Mexican Volcanic Belt	Region		DE	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					995	120			ka	100	352.9	15.3	15.5	19.6				6						77	112.8	8.2	15.9									
Trans-Mexican Volcanic Belt	Region		DH	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					1049	81			ka	100	185.4	-24.8	5.3	540.6				3						-81.8	220.1	3.1	5.7									
Trans-Mexican Volcanic Belt	Region		CN	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					1075	34			ka	100	22.6	25.4	6.8	51.5				10						67.5	359.8	3.9	7.3									
Trans-Mexican Volcanic Belt	Region		AO	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					1095	105			ka	100	3.8	-18.3	6.2	82				8						61.6	286.2	6.2	3.2									
Trans-Mexican Volcanic Belt	Region		BZ	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					1322	100			ka	100	194.1	-19.3	4.6	74.2				14						-73.6	201.7	2.5	4.8									
Trans-Mexican Volcanic Belt	Region		BW	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					1628	56			ka	100	6.8	36.2	9.2	25.5				11						83.5	339.3	10.7	6.2									
Trans-Mexican Volcanic Belt	Region		BL	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					3528	64			ka	100	334.8	1	2.8	177.9				16						59	133.6	1.4	2.8									
Trans-Mexican Volcanic Belt	Region		CM	i	 LP-DC5 : LP-DIR-AF : LP-DIR-T:GM-ARAR 	10.1002/JGRB.50214			 Igneous:Extrusive 	Basaltic Lava	North American Plate			Continental Volcanics	18.85	21.23	262.85	255.2			North America	Mexico					6461	33			ka	100	0.4	46.2	7.7	45.2				9						81.9	259.9	6.3	9.9									
Costa Rica	Outcrop								Intrusive	Basalt					10.5	10.5	274.5	274.5											133	94	Ma																											
Winter Coast Sediments Comp.D	Outcrop		8924	i	DE-DI : LT-AF-Z : LT-T-Z:LP-DC4	10.1029/2001JB001607			Sedimentary	Sandstone : claystones:Redbeds		Baltica			65.5	65.5	40	40			Europe	Russia			Archangelsk area				479	488	Ma	100	129.2	71.8	1.4	43			3	232		ND	ND	ND	ND	-40	259	2	2.3			D	0		Upper Vendian. Extent 10 km. 3 parallel profiles. Component D. Mainly thermal intermediate component 150-350C. Js-T HYST IRM. Tremadoc remagnetization suggested by Baltican APWP.	ND		
Winter Coast Sediments Comp.D	Outcrop		8924	i	DE-DI : LT-AF-Z : LT-T-Z:LP-DC4	10.1029/2001JB001607			Sedimentary	Sandstone : claystones:Redbeds		Baltica			65.5	65.5	40	40			Europe	Russia			Archangelsk area				479	488	Ma	100	129.2	71.8	1.4	43			232			ND	ND	ND	ND	-40	259	2	2.3			D	0		Upper Vendian. Extent 10 km. 3 parallel profiles. Component D. Mainly thermal intermediate component 150-350C. Js-T HYST IRM. Tremadoc remagnetization suggested by Baltican APWP.	ND		
Winter Coast Sediments Comp.D	Outcrop		8924	i	DE-DI : LT-AF-Z : LT-T-Z:LP-DC4	10.1029/2001JB001607			Sedimentary	Sandstone : claystones:Redbeds		Baltica			65.5	65.5	40	40			Europe	Russia			Archangelsk area				479	488	Ma	0	121	72.5	1.3	46			232			ND	ND	ND	ND	-40	259	2	2.3			D	0		Upper Vendian. Extent 10 km. 3 parallel profiles. Component D. Mainly thermal intermediate component 150-350C. Js-T HYST IRM. Tremadoc remagnetization suggested by Baltican APWP.	ND		
Winter Coast Sediments Comp.Z	Outcrop		8923	i	DE-DI : LT-AF-Z : LT-T-Z:LP-DC4	10.1029/2001JB001607			Sedimentary	Sandstone : claystones:Redbeds		Baltica			65.5	65.5	40	40			Europe	Russia			Archangelsk area				552	558	Ma	100	279.1	41.3	3	24.2			3	95		ND	ND	ND	Rb	25.3	312.2	2.3	3.7			Z	43	175.4	Upper Vendian. Extent 10 km. 3 parallel profiles. Component Z. Mainly thermal characteristic component 550-680C. Js-T HYST IRM (HEM). Stratigraphically related reversal pattern.	M		
Winter Coast Sediments Comp.Z	Outcrop		8923	i	DE-DI : LT-AF-Z : LT-T-Z:LP-DC4	10.1029/2001JB001607			Sedimentary	Sandstone : claystones:Redbeds		Baltica			65.5	65.5	40	40			Europe	Russia			Archangelsk area				552	558	Ma	100	279.1	41.3	3	24.2			94			ND	ND	ND	Rb	25.3	312.2	2.3	3.7			Z	43	175.4	Upper Vendian. Extent 10 km. 3 parallel profiles. Component Z. Mainly thermal characteristic component 550-680C. Js-T HYST IRM (HEM). Stratigraphically related reversal pattern.	M		
Winter Coast Sediments Comp.Z	Outcrop		8923	i	DE-DI : LT-AF-Z : LT-T-Z:LP-DC4	10.1029/2001JB001607			Sedimentary	Sandstone : claystones:Redbeds		Baltica			65.5	65.5	40	40			Europe	Russia			Archangelsk area				552	558	Ma	0	280.4	42.6	3.1	23.5			94			ND	ND	ND	Rb	25.3	312.2	2.3	3.7			Z	43	175.4	Upper Vendian. Extent 10 km. 3 parallel profiles. Component Z. Mainly thermal characteristic component 550-680C. Js-T HYST IRM (HEM). Stratigraphically related reversal pattern.	M		
Winter Coast Sediments Comp.Z	Outcrop		8923	i	DE-DI : LT-AF-Z : LT-T-Z:LP-DC4	10.1029/2001JB001607			Sedimentary	Sandstone : claystones:Redbeds		Baltica			65.5	65.5	40	40			Europe	Russia			Archangelsk area				552	558	Ma	100	277.9	43.1	3.9	25.2			54			ND	ND	ND	Rb	25.3	312.2	2.3	3.7			Z	43	175.4	Upper Vendian. Extent 10 km. 3 parallel profiles. Component Z. Mainly thermal characteristic component 550-680C. Js-T HYST IRM (HEM). Stratigraphically related reversal pattern.	M		
Winter Coast Sediments Comp.Z	Outcrop		8923	i	DE-DI : LT-AF-Z : LT-T-Z:LP-DC4	10.1029/2001JB001607			Sedimentary	Sandstone : claystones:Redbeds		Baltica			65.5	65.5	40	40			Europe	Russia			Archangelsk area				552	558	Ma	100	100.6	-39	4.8	23.3		r	40			ND	ND	ND	Rb	25.3	312.2	2.3	3.7			Z	43	175.4	Upper Vendian. Extent 10 km. 3 parallel profiles. Component Z. Mainly thermal characteristic component 550-680C. Js-T HYST IRM (HEM). Stratigraphically related reversal pattern.	M		
Chaine des Puys	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					45.525	45.525	2.81	2.81									5.0				Ma																											
Ruiz-Tolima Volcanic Chain (Colombia)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					4.83811	5.10544	284.37614	284.76522									5.0				Ma																											
Isla Soccoro	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					18.74581	18.8016	249.04206	249.083									5.0				Ma																											
Aleutians Alaska (USA)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					51.9	53.97	182.9	193.27									5.0				Ma																											
Ontake Volcano (Japan)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					35.874	35.988	137.447	137.554									5.0				Ma																											
Ontake volcano (Japan)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					35.817	35.961	137.377	137.555									5.0				Ma																											
